Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT646071.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.319,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-11
MT646072.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-19
MT646073.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-24
MT646074.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-16
MT646075.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.6,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-13
MT646076.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-16
MT646077.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,A.3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-15
MT646078.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-11
MT646079.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-26
MT646080.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.332,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-28
MT646081.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-29
MT646082.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.37,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-18
MT646083.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,A.3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-19
MT646084.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-18
MT646086.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-20
MT646087.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.369,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-24
MT646088.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-24
MT646089.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-30
MT646090.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-18
MT646091.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-16
MT646092.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-30
MT646093.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-25
MT646094.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,A.3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-16
MT646096.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-17
MT646097.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.40,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-16
MT646098.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.37,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-16
MT646101.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-28
MT646106.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-25
MT646112.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,A.3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-29
MT646116.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-30
MT646117.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-07
MT646120.1,"Thielen,P.M., Mehoke,T., Wohl,S., Ramakrishnan,S., Kirsche,M., Ernlund,A., Howser,C., Zudock,K., Falade-Nwulia,O., Sadowski,N., Morris,P., Hopkins,M., Fan,Y., Gniazdowski,V., Schatz,M.C., Ray,S.C., Timp,W., Mostafa,H.H.",2020-06-22T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-21
MT641485.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-09
MT641486.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-15
MT641488.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-13
MT641489.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-14
MT641490.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-08
MT641492.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-16
MT641493.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-16
MT641494.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-07
MT641495.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-15
MT641496.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-13
MT641497.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-10
MT641498.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-14
MT641499.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,"USA: Washington,Asotin County",WA,Homo sapiens,,2020-04-13
MT641500.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-13
MT641502.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29877,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-08
MT641503.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1.1.26,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-15
MT641504.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-08
MT641505.1,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Gautom,R., Melly,G., Hiatt,B., Dykema,P., Lindquist,S., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Chu,H.Y., Shendure,J., Bedford,T.",2020-06-19T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-17
